property_id,address,city,state,zip_code,property_type,price,bedrooms,bathrooms,square_feet,year_built,listing_date,Parking spots,agent_name,agent_email
549,85 Autumn Leaf Terrace,Spring Hill,Florida,34611,Condo,688398,4,3,2838,1936,4/4/2022,2,Bert Seamans,bseamansf8@youtube.com
550,7379 Westerfield Parkway,Saint Louis,Missouri,63121,Villa,547459,3,4,4895,1957,2/16/2022,2,Ardella Mustill,amustillf9@goo.gl
551,30 Sycamore Road,Tacoma,Washington,98405,Villa,152299,5,2,4352,1988,2/18/2023,3,Shelba Drinkwater,sdrinkwaterfa@cargocollective.com
552,48194 Fuller Junction,Farmington,Michigan,48335,Villa,362162,3,2,3075,1938,7/5/2021,1,Ernie Chessun,echessunfb@blogs.com
553,945 Myrtle Lane,Lynn,Massachusetts,1905,Independent Floor,549096,2,4,670,1912,7/11/2023,2,Ronica Perch,rperchfc@facebook.com
554,3921 Thompson Junction,Santa Monica,California,90405,Apartment,370362,3,4,4722,1934,7/22/2021,2,Web Lace,wlacefd@sitemeter.com
555,73781 Macpherson Court,Charleston,West Virginia,25362,Apartment,785443,3,1,691,1979,9/12/2021,2,Gino Fowlie,gfowliefe@goo.ne.jp
556,23 Thompson Avenue,Saint Joseph,Missouri,64504,Villa,948249,2,4,717,1949,5/1/2022,1,Lucille Sollime,lsollimeff@example.com
557,62 Manley Terrace,Garden Grove,California,92645,Independent Floor,622950,3,1,4575,1956,3/25/2022,2,Jan Welham,jwelhamfg@bluehost.com
558,23 Mcbride Avenue,Tampa,Florida,33605,Villa,279195,2,3,1631,1950,8/15/2022,3,Barron Broader,bbroaderfh@de.vu
559,29571 Pawling Center,Loretto,Minnesota,55598,Independent Floor,981615,3,3,4551,1915,4/5/2021,3,Olvan Maleham,omalehamfi@usa.gov
560,009 Summerview Crossing,New York City,New York,10270,Independent Floor,343095,1,4,1105,1916,12/28/2021,2,Chrissie Toop,ctoopfj@wordpress.com
561,8 Northport Drive,Asheville,North Carolina,28805,Condo,590398,1,2,1258,1973,12/7/2022,4,Adele Goody,agoodyfk@columbia.edu
562,3 Kinsman Place,Toledo,Ohio,43635,Villa,125096,1,3,823,1987,4/25/2023,2,Tomi Pettet,tpettetfl@bloglovin.com
563,5 Lakeland Way,San Francisco,California,94116,Independent Floor,934520,5,1,2081,1956,11/7/2022,1,Diena Mosson,dmossonfm@spotify.com
564,79 North Street,Chicago,Illinois,60614,Villa,309661,3,2,2604,1944,6/5/2023,3,Pattie Eslemont,peslemontfn@nytimes.com
565,0664 Lerdahl Drive,Shreveport,Louisiana,71151,Independent Floor,707282,5,1,2684,1985,12/11/2020,2,Florian Freezor,ffreezorfo@seesaa.net
566,22 Commercial Road,Albany,New York,12210,Apartment,979092,2,4,4628,2011,12/10/2022,1,Iormina Rosenfeld,irosenfeldfp@businessweek.com
567,729 Elgar Way,Columbus,Ohio,43284,Independent Floor,409224,5,4,3807,1975,3/15/2021,2,Miner Rojel,mrojelfq@abc.net.au
568,83 Michigan Alley,Evansville,Indiana,47747,Independent Floor,422038,1,3,3339,1920,6/9/2022,3,Elsie Fyrth,efyrthfr@usda.gov
569,0 Quincy Road,Newark,New Jersey,7195,Apartment,382989,2,4,4846,1947,4/8/2021,4,Chen Ninotti,cninottifs@bizjournals.com
570,5542 Browning Parkway,San Bernardino,California,92415,Independent Floor,410296,3,4,2773,1912,5/3/2022,2,Merola Crocken,mcrockenft@w3.org
571,03 Menomonie Plaza,Dallas,Texas,75277,Villa,282779,2,1,3626,1958,2/8/2021,1,Mufi Lamplugh,mlamplughfu@homestead.com
572,80 Elgar Junction,Richmond,Virginia,23237,Apartment,317046,2,3,4834,1916,11/13/2021,1,Auberta Larsen,alarsenfv@squarespace.com
573,801 Melby Road,Oklahoma City,Oklahoma,73104,Condo,316610,1,3,1528,1993,4/27/2022,3,Cordey Widocks,cwidocksfw@symantec.com
574,84895 Magdeline Way,York,Pennsylvania,17405,Villa,544992,1,3,2432,1928,8/11/2021,4,Rasla Stores,rstoresfx@dropbox.com
575,375 Mariners Cove Pass,New Haven,Connecticut,6505,Condo,786968,1,3,3267,1919,3/14/2022,4,Kaitlyn Hickin,khickinfy@macromedia.com
576,15933 Farwell Place,Bakersfield,California,93381,Villa,927038,3,4,4927,2001,1/9/2021,4,Winn Eck,weckfz@columbia.edu
577,82 Westerfield Plaza,Washington,District of Columbia,20062,Independent Floor,640603,1,3,1010,1951,12/27/2020,3,Bobina Annion,banniong0@npr.org
578,2 Tennessee Park,El Paso,Texas,79923,Villa,564557,5,4,1034,1952,1/21/2021,1,Shay Eadmeades,seadmeadesg1@networkadvertising.org
579,098 Commercial Plaza,Hartford,Connecticut,6140,Apartment,141416,3,1,1853,1900,11/18/2021,4,Thurston Tice,tticeg2@illinois.edu
580,02 Kipling Street,Seattle,Washington,98195,Condo,990110,3,3,4759,1975,3/2/2023,4,Gertrudis Salsberg,gsalsbergg3@hibu.com
581,342 Kensington Pass,Dallas,Texas,75265,Apartment,744610,3,3,2807,1902,5/18/2021,3,Shalna Askew,saskewg4@seesaa.net
582,0016 Sunfield Terrace,Gilbert,Arizona,85297,Apartment,644970,2,1,878,2021,12/2/2020,1,Patrica Wogdon,pwogdong5@eepurl.com
583,41664 Jana Crossing,Lincoln,Nebraska,68583,Villa,665394,4,2,1813,1987,2/23/2023,1,Ode Youster,oyousterg6@kickstarter.com
584,801 Mendota Place,Longview,Texas,75605,Condo,681935,2,3,2027,1950,2/17/2021,4,Allan Enticott,aenticottg7@hexun.com
585,73428 8th Avenue,San Jose,California,95123,Condo,455892,5,2,3781,1918,12/2/2022,1,Kat Burles,kburlesg8@wp.com
586,03 Meadow Vale Park,Dallas,Texas,75251,Villa,562112,5,2,4800,1972,7/11/2021,2,Oates Crusham,ocrushamg9@wikispaces.com
587,4289 Spohn Plaza,Houston,Texas,77288,Apartment,344600,2,3,3910,1965,1/11/2022,4,Nadia Isley,nisleyga@drupal.org
588,532 Buell Plaza,Jackson,Mississippi,39210,Independent Floor,942173,5,3,1390,1980,8/15/2023,2,Josiah Umbers,jumbersgb@europa.eu
589,8145 Judy Trail,Louisville,Kentucky,40250,Villa,573483,1,3,2826,1951,1/1/2021,4,Eugenio Surtees,esurteesgc@tamu.edu
590,6 Waubesa Park,Oklahoma City,Oklahoma,73197,Apartment,392945,5,2,3592,1908,6/29/2022,4,Timmie Pfleger,tpflegergd@discovery.com
591,21 Bonner Plaza,Fresno,California,93740,Apartment,966102,4,3,607,1956,2/12/2022,4,Modestine O'Sheeryne,mosheerynege@hibu.com
592,5381 Canary Road,Springfield,Illinois,62756,Independent Floor,203143,2,4,983,1940,5/9/2023,4,Dora Fidgin,dfidgingf@admin.ch
593,724 Corry Plaza,Detroit,Michigan,48224,Apartment,615406,5,2,2778,2012,7/1/2021,2,Luis Holleworth,lholleworthgg@exblog.jp
594,022 Iowa Avenue,Milwaukee,Wisconsin,53205,Independent Floor,928328,1,4,1946,1993,8/5/2022,4,Batsheva Kitchingman,bkitchingmangh@sciencedirect.com
595,4192 Melby Way,Irvine,California,92717,Villa,772732,1,2,1388,2021,9/22/2022,2,Pamella McGregor,pmcgregorgi@myspace.com
596,7337 Tony Hill,Denver,Colorado,80223,Independent Floor,652979,3,1,2276,1933,3/9/2023,1,Huntley Clout,hcloutgj@geocities.jp
597,03621 Magdeline Pass,Louisville,Kentucky,40266,Villa,952110,1,3,4057,1983,7/9/2022,2,Ulla Currm,ucurrmgk@mediafire.com
598,8 La Follette Parkway,Richmond,Virginia,23220,Condo,984486,1,1,2643,1980,5/24/2021,2,Yoshi Janaway,yjanawaygl@bloglines.com
599,86765 Melby Hill,Mesa,Arizona,85205,Independent Floor,369065,2,2,3008,2013,12/22/2021,1,Bartholomeo Godthaab,bgodthaabgm@facebook.com
600,1 3rd Junction,Flint,Michigan,48555,Apartment,785095,4,3,1009,1979,2/12/2023,2,Perla Dudbridge,pdudbridgegn@github.com
601,9250 Gulseth Point,El Paso,Texas,88569,Apartment,802172,1,3,4106,2007,1/30/2022,3,Sergeant Dunk,sdunkgo@ow.ly
602,2662 Glacier Hill Alley,Torrance,California,90505,Independent Floor,915396,4,2,3460,1958,2/10/2022,4,Kasper Hubbucks,khubbucksgp@sina.com.cn
603,1003 Parkside Point,Atlanta,Georgia,31165,Independent Floor,230659,2,3,1740,1965,3/29/2021,4,Vernon McNalley,vmcnalleygq@a8.net
604,0723 Dennis Alley,Lubbock,Texas,79491,Independent Floor,100735,4,2,4708,1901,3/10/2021,3,Yvette Fairbrother,yfairbrothergr@washington.edu
605,04 Victoria Plaza,Shawnee Mission,Kansas,66225,Apartment,165061,1,2,1643,1913,6/29/2022,4,Felipe Winborn,fwinborngs@phpbb.com
606,1414 Parkside Crossing,Detroit,Michigan,48267,Independent Floor,266026,1,2,1970,1942,10/21/2022,3,Annabel Pyrke,apyrkegt@barnesandnoble.com
607,95549 Walton Park,Des Moines,Iowa,50320,Apartment,573426,5,4,3607,2018,4/10/2022,4,Faustina Ritzman,fritzmangu@princeton.edu
608,1904 Hoffman Place,Memphis,Tennessee,38119,Independent Floor,336496,1,2,4298,1935,8/18/2021,2,Margalit Fawkes,mfawkesgv@ow.ly
609,17355 Delladonna Way,Tuscaloosa,Alabama,35487,Apartment,492671,5,1,2903,1924,12/2/2021,2,Tallia Langfitt,tlangfittgw@networksolutions.com
610,41 Kingsford Pass,Washington,District of Columbia,20310,Independent Floor,258022,3,4,2778,1980,11/18/2022,2,Indira McGinney,imcginneygx@uol.com.br
611,33301 Oak Valley Lane,Bakersfield,California,93399,Independent Floor,985757,1,3,3177,1914,5/24/2022,4,Susy Kinver,skinvergy@archive.org
612,00380 Hagan Terrace,Beaverton,Oregon,97075,Condo,211053,4,4,2362,2002,7/24/2022,4,Glori Mazey,gmazeygz@google.com.hk
613,8 Welch Circle,Portland,Oregon,97255,Apartment,969535,1,2,3892,1974,7/27/2022,4,Gareth Calcraft,gcalcrafth0@geocities.com
614,58 Scoville Park,Riverside,California,92513,Apartment,187387,5,3,2748,2014,4/10/2021,1,Britteny Spurden,bspurdenh1@tinypic.com
615,4 Oak Lane,Texarkana,Texas,75507,Independent Floor,612205,2,3,1675,1923,4/13/2021,1,Calley Osbourn,cosbournh2@examiner.com
616,8201 Gateway Circle,Oakland,California,94660,Apartment,768763,5,2,1389,1990,5/3/2022,4,Panchito Bleasdille,pbleasdilleh3@oracle.com
617,2063 Transport Road,Concord,California,94522,Apartment,605624,4,3,1168,1965,7/16/2022,1,Ira O'Kuddyhy,iokuddyhyh4@smh.com.au
618,247 Beilfuss Lane,Lake Charles,Louisiana,70616,Independent Floor,547006,1,4,4754,1964,7/27/2021,1,Blaine Locks,blocksh5@hp.com
619,2 Knutson Hill,Fort Worth,Texas,76134,Villa,367745,1,3,3955,1967,8/2/2023,4,Florie Maddy,fmaddyh6@xrea.com
620,0499 Mallory Way,Miami,Florida,33196,Independent Floor,226448,3,2,4157,1975,10/26/2022,2,Nada Mosten,nmostenh7@ed.gov
621,1191 Burning Wood Alley,Honolulu,Hawaii,96850,Apartment,491742,2,3,1190,1971,9/4/2022,3,Webb O'Fergus,wofergush8@arizona.edu
622,7788 Warner Park,Virginia Beach,Virginia,23471,Condo,971315,5,3,4972,1992,11/14/2021,1,Dexter Crawley,dcrawleyh9@comsenz.com
623,3434 Almo Crossing,Sioux Falls,South Dakota,57193,Apartment,751648,4,4,4934,2004,5/13/2021,2,Rey Thebeau,rthebeauha@ning.com
624,10 Fairview Crossing,Miami,Florida,33111,Apartment,538677,2,4,2960,1951,10/21/2022,4,Trevar Farnfield,tfarnfieldhb@amazon.com
625,9900 Onsgard Court,Augusta,Georgia,30919,Villa,591779,5,4,2448,1986,1/20/2022,4,Sterling Hans,shanshc@arizona.edu
626,03288 Randy Plaza,Clearwater,Florida,33763,Villa,582112,3,2,4948,1909,10/16/2022,3,Teador Jex,tjexhd@chron.com
627,4 Messerschmidt Road,El Paso,Texas,79916,Apartment,813424,5,4,4191,1910,12/14/2022,3,Meryl Calbrathe,mcalbrathehe@cafepress.com
628,84701 Jenna Hill,Santa Cruz,California,95064,Apartment,335119,2,3,2060,1938,11/19/2020,3,Emmi Patmore,epatmorehf@is.gd
629,08 Artisan Center,Katy,Texas,77493,Apartment,546553,2,2,2512,1965,1/23/2023,3,Ive O'Heaney,ioheaneyhg@wiley.com
630,7 Oakridge Trail,Fort Wayne,Indiana,46825,Condo,398211,2,4,4296,1942,2/13/2023,2,Robb Deem,rdeemhh@arizona.edu
631,6 Eagle Crest Drive,Washington,District of Columbia,20392,Apartment,512392,1,1,3419,1916,11/1/2021,2,Matt Capey,mcapeyhi@house.gov
632,6055 Magdeline Circle,Tacoma,Washington,98481,Condo,721493,4,2,2163,2000,2/14/2021,3,Idette Apdell,iapdellhj@slashdot.org
633,596 Welch Circle,Charlotte,North Carolina,28263,Apartment,616032,2,2,3436,1947,1/6/2022,3,Ronalda Milliere,rmillierehk@deliciousdays.com
634,3963 Cardinal Point,New Orleans,Louisiana,70116,Apartment,859179,3,4,1746,1948,6/22/2023,2,Odelle Hillaby,ohillabyhl@imgur.com
635,97897 Cambridge Parkway,Santa Fe,New Mexico,87505,Apartment,654174,2,2,4855,1969,9/9/2021,1,Chucho Zuan,czuanhm@1und1.de
636,26580 Thackeray Road,Nashville,Tennessee,37228,Condo,793107,2,2,1441,2011,12/8/2020,4,Maurise Goldsworthy,mgoldsworthyhn@independent.co.uk
637,0157 Utah Plaza,Sandy,Utah,84093,Independent Floor,930993,5,2,657,2004,12/29/2022,1,Vanessa Maltby,vmaltbyho@army.mil
638,2 Redwing Center,Austin,Texas,78726,Villa,454082,5,1,2681,1953,3/22/2022,2,Clayborn Hovie,choviehp@columbia.edu
639,18 Riverside Plaza,Mc Keesport,Pennsylvania,15134,Condo,552113,5,3,936,1931,2/22/2022,4,Cassondra Duckhouse,cduckhousehq@prnewswire.com
640,8498 Debs Point,Riverside,California,92505,Independent Floor,456659,5,1,1986,1989,11/9/2020,3,Clementina Moubray,cmoubrayhr@indiegogo.com
641,3140 Knutson Junction,Aurora,Colorado,80044,Villa,359939,4,3,1678,1915,5/13/2021,1,Nigel Hughill,nhughillhs@bbb.org
642,4 Warner Avenue,Huntington Beach,California,92648,Apartment,121844,5,1,964,1955,10/16/2022,1,Georgia Karpf,gkarpfht@blogtalkradio.com
643,15 Commercial Hill,Reno,Nevada,89510,Apartment,886176,1,1,942,1952,11/22/2020,2,Darice Hars,dharshu@wikipedia.org
644,53 Farwell Park,Washington,District of Columbia,20005,Independent Floor,501363,4,2,1573,2008,1/26/2021,3,Ameline Monk,amonkhv@dyndns.org
645,29 5th Circle,Alexandria,Virginia,22313,Independent Floor,746996,2,2,1728,1981,5/31/2022,1,Kyle Schimonek,kschimonekhw@sfgate.com
646,721 Michigan Center,Atlanta,Georgia,30343,Independent Floor,109734,5,4,4065,1991,2/8/2023,3,Deck Forsaith,dforsaithhx@auda.org.au
647,64 Crescent Oaks Terrace,Birmingham,Alabama,35290,Apartment,332265,5,1,2416,2008,3/14/2021,4,Sioux Aleshintsev,saleshintsevhy@nyu.edu
648,4 David Way,El Paso,Texas,79950,Apartment,660426,2,2,4824,1973,11/17/2022,3,Farica Scholer,fscholerhz@squidoo.com
649,0 Summer Ridge Circle,Saint Louis,Missouri,63126,Villa,923165,4,2,745,1937,10/10/2021,4,Bernarr Bilsland,bbilslandi0@cyberchimps.com
650,1 Hanson Park,Abilene,Texas,79699,Condo,454334,4,2,3721,1937,6/15/2021,3,Judye Folk,jfolki1@uol.com.br
651,73083 Lake View Avenue,Richmond,Virginia,23225,Condo,567072,1,4,4095,2001,2/9/2023,4,Kylie Wakeford,kwakefordi2@smh.com.au
652,42 Londonderry Avenue,Springfield,Massachusetts,1105,Independent Floor,149231,3,3,1845,2013,7/15/2021,1,Gretta Skurray,gskurrayi3@naver.com
653,1129 Sheridan Point,Jamaica,New York,11480,Villa,960201,1,4,4489,1904,2/11/2023,2,Stefano Males,smalesi4@g.co
654,587 Garrison Way,Lincoln,Nebraska,68583,Condo,801608,5,1,3377,2010,1/28/2023,3,Dee dee Pariss,ddeei5@360.cn
655,28 Arapahoe Drive,Minneapolis,Minnesota,55402,Condo,797510,3,3,3310,1985,5/12/2023,1,Maximo Harber,mharberi6@yolasite.com
656,41805 Parkside Hill,Raleigh,North Carolina,27635,Villa,444869,5,4,562,1934,3/29/2023,4,Llewellyn Creamen,lcreameni7@vkontakte.ru
657,703 Birchwood Plaza,Atlanta,Georgia,30316,Condo,671919,4,1,3775,2016,9/30/2022,2,Blakelee Wainscot,bwainscoti8@wikipedia.org
658,0819 Clemons Drive,Helena,Montana,59623,Condo,755596,5,2,1139,1939,11/3/2020,4,Grover Becerra,gbecerrai9@simplemachines.org
659,9 Debra Point,Huntsville,Alabama,35895,Apartment,176680,5,1,4839,1927,5/12/2023,2,Liva Tilzey,ltilzeyia@1und1.de
660,5114 Lien Lane,Honolulu,Hawaii,96810,Condo,844271,3,4,2885,2002,4/2/2023,2,Ursa Van der Daal,uvanib@paginegialle.it
661,321 Debra Avenue,Tucson,Arizona,85743,Condo,212633,5,1,3249,2010,3/28/2022,3,Gilli Alger,galgeric@walmart.com
662,7404 Commercial Park,Evansville,Indiana,47725,Condo,153905,2,1,3877,2001,2/28/2021,1,Sada Treacher,streacherid@github.io
663,84959 Lillian Hill,Atlanta,Georgia,31106,Independent Floor,303742,3,1,4048,1996,6/30/2023,2,Holden Wrought,hwroughtie@bbc.co.uk
664,323 Luster Road,Bellevue,Washington,98008,Condo,957398,5,2,2562,1938,12/22/2020,4,Mara Attrie,mattrieif@tumblr.com
665,1612 Summit Hill,Albuquerque,New Mexico,87201,Apartment,329434,5,4,4352,1911,3/28/2021,2,Anatola Gavagan,agavaganig@hatena.ne.jp
666,5 Fremont Pass,Bakersfield,California,93311,Villa,651918,1,2,2282,2015,2/22/2022,4,Maegan Gouck,mgouckih@columbia.edu
667,559 Darwin Park,San Antonio,Texas,78230,Independent Floor,187381,2,2,1323,1978,8/11/2023,2,Jeanine Walewski,jwalewskiii@usnews.com
668,51868 Talmadge Junction,Moreno Valley,California,92555,Apartment,580905,5,1,2068,1944,5/27/2022,2,Ree Crayk,rcraykij@wired.com
669,71 Buena Vista Plaza,Charlotte,North Carolina,28272,Condo,581988,4,3,1141,1952,2/4/2023,1,Avictor Reedshaw,areedshawik@pen.io
670,14870 Southridge Hill,Phoenix,Arizona,85077,Condo,305552,4,3,1947,1959,10/22/2022,1,Hillier Czajkowska,hczajkowskail@godaddy.com
671,54672 Hintze Street,Los Angeles,California,90076,Apartment,633693,4,1,1761,1910,11/2/2021,3,Ralph Swaite,rswaiteim@apache.org
672,9443 Manitowish Center,Atlanta,Georgia,30375,Independent Floor,895633,2,2,3245,2021,4/1/2023,1,Bertie Mc Elory,bmcin@weather.com
673,4 Spenser Road,Boise,Idaho,83727,Condo,496304,1,3,1774,2011,11/29/2021,4,Cleveland Beachamp,cbeachampio@paginegialle.it
674,2009 Mcguire Hill,Augusta,Georgia,30911,Independent Floor,376686,2,1,3523,1926,1/31/2021,1,Sofie Garrattley,sgarrattleyip@illinois.edu
675,7247 Forest Run Plaza,Orange,California,92862,Apartment,649137,1,4,1789,1927,2/1/2021,4,Osborne Nation,onationiq@icio.us
676,51 Mesta Avenue,Saint Paul,Minnesota,55146,Apartment,547279,5,4,3107,1956,1/12/2021,2,Vivie Lorenz,vlorenzir@usa.gov
677,602 Kings Hill,Houston,Texas,77240,Apartment,225916,4,2,858,2011,5/4/2022,2,Felecia Jickles,fjicklesis@google.ca
678,09186 Portage Terrace,El Paso,Texas,79968,Villa,609259,4,3,1106,1963,6/3/2023,1,Noland Jambrozek,njambrozekit@netvibes.com
679,34288 Anniversary Lane,Carol Stream,Illinois,60351,Villa,523994,3,2,2751,1991,1/11/2022,1,Orson Keilloh,okeillohiu@t-online.de
680,103 Michigan Terrace,Bradenton,Florida,34205,Independent Floor,144983,4,3,1529,2015,12/19/2022,3,Sukey Godon,sgodoniv@canalblog.com
681,0 Longview Place,Charlotte,North Carolina,28263,Villa,458570,2,4,3187,1983,9/20/2021,1,Terri Baylis,tbaylisiw@de.vu
682,24 Little Fleur Parkway,Albany,New York,12232,Villa,501447,5,1,1121,1990,4/27/2023,2,Shadow Astbury,sastburyix@whitehouse.gov
683,5 Southridge Hill,Charleston,South Carolina,29416,Condo,103964,3,4,4527,1972,8/15/2023,2,Millicent Adrain,madrainiy@blogspot.com
684,1 Clove Street,Denver,Colorado,80262,Apartment,339388,4,1,2138,1991,5/20/2023,2,Claybourne McAtamney,cmcatamneyiz@ihg.com
685,26 Briar Crest Center,Austin,Texas,78721,Villa,809717,5,4,3821,1912,4/26/2022,2,Gusti Davidge,gdavidgej0@toplist.cz
686,35468 Huxley Center,Fort Smith,Arkansas,72916,Independent Floor,578485,2,1,1897,2001,11/27/2022,4,Sean Yansons,syansonsj1@networkadvertising.org
687,4134 Bashford Lane,Montpelier,Vermont,5609,Villa,955092,5,4,2370,1956,3/5/2021,3,Meridith Godley,mgodleyj2@bravesites.com
688,06356 Prentice Court,Albany,New York,12205,Condo,701530,5,3,4266,2006,1/22/2023,4,Ketty Roze,krozej3@slashdot.org
689,4595 Stuart Parkway,Raleigh,North Carolina,27690,Villa,896956,2,3,652,1964,2/19/2023,1,Dag Walklate,dwalklatej4@google.es
690,0713 Nelson Trail,Albuquerque,New Mexico,87201,Independent Floor,525408,3,3,3617,2009,12/23/2022,4,Vaughan Dulieu,vdulieuj5@is.gd
691,55 Jackson Junction,Jamaica,New York,11470,Independent Floor,249602,1,2,1217,1993,4/5/2022,2,Reinald Neicho,rneichoj6@live.com
692,09853 Declaration Place,Salt Lake City,Utah,84199,Condo,352370,3,1,2216,1995,5/17/2022,4,Corliss Exon,cexonj7@blogs.com
693,36 Hoepker Point,West Hartford,Connecticut,6127,Independent Floor,794035,5,3,4312,2009,7/26/2022,3,Eloisa Hirth,ehirthj8@sina.com.cn
694,4 Washington Crossing,Portland,Oregon,97240,Independent Floor,965821,2,1,1832,1927,3/2/2023,1,Caryn Bru,cbruj9@xing.com
695,9417 Lukken Parkway,Indianapolis,Indiana,46207,Independent Floor,919541,3,1,1349,2014,5/20/2022,3,Chicky Clarkson,cclarksonja@chicagotribune.com
696,03 Hoepker Road,Winter Haven,Florida,33884,Condo,340047,3,2,2164,1960,3/25/2021,3,Arleta Cornelleau,acornelleaujb@comsenz.com
697,7 Thierer Place,Springfield,Illinois,62764,Condo,209401,1,4,1560,1904,7/4/2023,2,Eimile Tritton,etrittonjc@skype.com
698,3 Colorado Court,Kansas City,Missouri,64160,Villa,482802,4,4,2779,1909,3/1/2023,2,Marlie Corgenvin,mcorgenvinjd@histats.com
699,662 Daystar Terrace,El Paso,Texas,88553,Independent Floor,652819,3,3,2726,1957,1/29/2021,4,Brendin Tetford,btetfordje@army.mil
700,7 Sullivan Lane,Portland,Oregon,97296,Apartment,398226,5,3,4194,1966,2/13/2021,2,Maye Manhood,mmanhoodjf@hhs.gov
701,744 Surrey Street,Clearwater,Florida,33758,Condo,444855,2,4,2125,1983,5/3/2023,1,Mair Jerrolt,mjerroltjg@youtube.com
702,9 Kedzie Avenue,Young America,Minnesota,55551,Villa,891961,1,4,625,1913,12/21/2021,3,Zabrina Mantrup,zmantrupjh@xrea.com
703,5733 Milwaukee Drive,Charleston,West Virginia,25356,Apartment,436626,4,3,918,2006,8/13/2021,2,Maggy Mordey,mmordeyji@vkontakte.ru
704,2 Shopko Avenue,Detroit,Michigan,48217,Apartment,122515,1,2,2312,1941,5/3/2022,1,Ag Pulver,apulverjj@telegraph.co.uk
705,0984 Lerdahl Hill,New York City,New York,10039,Independent Floor,419981,3,2,4371,2013,3/28/2021,2,Barbaraanne Osban,bosbanjk@facebook.com
706,57162 Old Gate Place,New Hyde Park,New York,11044,Independent Floor,623640,1,3,3857,2011,5/26/2023,4,Delly Peto,dpetojl@springer.com
707,748 Ryan Lane,Spokane,Washington,99260,Independent Floor,795978,3,1,1552,1910,9/12/2021,4,Yuri Lissandre,ylissandrejm@phoca.cz
708,07 Hauk Pass,Boston,Massachusetts,2119,Independent Floor,226011,3,4,978,2012,6/6/2022,2,Kippar Geaves,kgeavesjn@opensource.org
709,2724 Banding Pass,New Orleans,Louisiana,70124,Villa,689292,2,3,2009,2014,10/6/2021,4,Danit Tawse,dtawsejo@bloglovin.com
710,8 Thackeray Center,Tucson,Arizona,85715,Condo,329279,3,1,1469,2019,8/19/2022,4,Roderic Linke,rlinkejp@cargocollective.com
711,09947 Jana Parkway,Tucson,Arizona,85720,Condo,307121,4,4,2802,1941,9/12/2021,2,Clarance Wynrahame,cwynrahamejq@google.es
712,21165 Sundown Drive,Lansing,Michigan,48930,Independent Floor,905207,5,2,3915,2010,8/6/2023,3,Mora Goter,mgoterjr@weebly.com
713,517 Morningstar Terrace,Phoenix,Arizona,85072,Apartment,787114,2,4,2372,1988,5/11/2022,2,Muhammad Readshall,mreadshalljs@phpbb.com
714,291 Dovetail Parkway,San Diego,California,92105,Independent Floor,970938,1,4,1550,2001,6/12/2023,2,Ervin Gleeson,egleesonjt@joomla.org
715,46 Elgar Point,Atlanta,Georgia,31165,Apartment,380176,3,4,4694,1977,2/18/2022,1,Johnna Gallamore,jgallamoreju@gnu.org
716,6 Brown Lane,Peoria,Illinois,61635,Villa,312880,4,1,624,1906,3/12/2023,1,Free Simanenko,fsimanenkojv@newyorker.com
717,3412 Paget Circle,Charlotte,North Carolina,28256,Apartment,911796,5,4,1819,1906,3/18/2021,4,Verla Schruyers,vschruyersjw@ning.com
718,67 Maywood Plaza,Great Neck,New York,11024,Independent Floor,492007,4,4,4226,2016,3/7/2023,2,Leslie Simester,lsimesterjx@utexas.edu
719,804 Oak Valley Road,Pasadena,California,91125,Independent Floor,358883,4,2,1711,1983,3/6/2021,1,Etty Birdwhistle,ebirdwhistlejy@elegantthemes.com
720,1 Susan Court,Columbia,Missouri,65218,Villa,772936,1,4,2979,1940,9/20/2022,3,Elliot Castane,ecastanejz@merriam-webster.com
721,0789 Independence Drive,Johnson City,Tennessee,37605,Apartment,546554,5,1,2851,1921,11/20/2022,2,Orlan Gebuhr,ogebuhrk0@angelfire.com
722,5 Steensland Hill,Homestead,Florida,33034,Independent Floor,668825,1,1,2879,2010,12/16/2021,4,Leora Bartolomeu,lbartolomeuk1@altervista.org
723,189 Sommers Point,Wichita,Kansas,67205,Villa,237731,2,2,4444,1912,6/29/2023,1,Donny O'Carran,docarrank2@cnet.com
724,96711 Stephen Plaza,Chicago,Illinois,60614,Independent Floor,905556,2,2,1057,1977,1/5/2022,4,Rolland Pemble,rpemblek3@furl.net
725,65 Doe Crossing Center,Green Bay,Wisconsin,54305,Apartment,226231,5,3,4421,1902,4/1/2023,2,Padraig Pendle,ppendlek4@wiley.com
726,3412 Maple Court,Des Moines,Iowa,50335,Condo,160979,4,2,4906,1987,4/25/2022,4,Xylina Spataro,xspatarok5@tripadvisor.com
727,4169 Macpherson Court,Bronx,New York,10474,Villa,431930,4,1,2978,1961,9/9/2021,4,Gilda Onn,gonnk6@jugem.jp
728,797 Sommers Terrace,Saint Louis,Missouri,63116,Independent Floor,852485,1,1,877,1993,12/2/2022,4,Dollie Sanford,dsanfordk7@npr.org
729,5535 Dakota Way,Morgantown,West Virginia,26505,Independent Floor,716910,3,1,4004,1901,11/15/2020,1,Liz Linwood,llinwoodk8@dedecms.com
730,34 Londonderry Lane,Oklahoma City,Oklahoma,73129,Independent Floor,210161,5,4,2737,1931,2/21/2021,3,Stinky Whitwood,swhitwoodk9@symantec.com
731,4 Mandrake Hill,Harrisburg,Pennsylvania,17110,Apartment,236311,1,3,1185,1951,7/15/2022,2,Ingaborg Barclay,ibarclayka@thetimes.co.uk
